# 【十字路口】97后CEO：别卷语言模型了，3D才是蓝海【视频播客】
# BV: BV1pi4gzXEdh | UP: Koji杨远骋at十字路口 | 时长: 5029s | 语种: zh
# 转写: faster-whisper large-v3 | 抓取日期: 2026-07-01
# 简介: 在文生图、文生视频的浪潮之外，下一个引爆我们想象力的 AI 技术奇点在哪里？答案可能是 AI + 3D。

本周，我们邀请国内 3D 大模型公司 VAST 的创始人和 CEO 宋亚宸（Simon），和我们聊聊 VAST 最新 3D 生成大模型 Tripo 3.0 背后的故事。

这位 97 年的创业者短期内连续融资三轮、每轮数千万美金，积攒了足够的子弹，在闷头苦干一年后，Simon 今年首次上播客，和我们探讨了几个关键的战略问题：
[01:04:08 -> 01:04:12] 比如说他想编辑这个集合
[01:04:12 -> 01:04:13] 但是他可能又不知道
[01:04:13 -> 01:04:14] 怎么编辑集合
[01:04:14 -> 01:04:16] 这个时候我们就会再研发
[01:04:16 -> 01:04:17] 比如说能不能用
[01:04:17 -> 01:04:18] 自然语言的方式
[01:04:18 -> 01:04:21] 去编辑集合
[01:04:21 -> 01:04:22] 那比如说
[01:04:22 -> 01:04:23] 他说OK了
[01:04:23 -> 01:04:24] 我想要更好的
[01:04:24 -> 01:04:25] 拓扑结构和布线
[01:04:25 -> 01:04:26] 那你就要给他
[01:04:26 -> 01:04:28] 重拓扑这个能力
[01:04:28 -> 01:04:29] 他比如说
[01:04:29 -> 01:04:30] 我希望有一个
[01:04:30 -> 01:04:31] 更好的一个集合
[01:04:31 -> 01:04:32] 他可能也很难表达出
[01:04:32 -> 01:04:33] 这更好的集合是什么
[01:04:33 -> 01:04:34] 我们就得去问他
[01:04:34 -> 01:04:35] 什么叫更好的集合
[01:04:35 -> 01:04:36] 最后发现说
[01:04:36 -> 01:04:38] 他想要的是更好的硬表面
[01:04:38 -> 01:04:39] 对吧
[01:04:39 -> 01:04:40] 更好的拐角
[01:04:40 -> 01:04:41] 对吧
[01:04:41 -> 01:04:42] 那说这个事情
[01:04:42 -> 01:04:43] 是你们很在意
[01:04:43 -> 01:04:44] 为什么很在意
[01:04:44 -> 01:04:45] 对吧
[01:04:45 -> 01:04:46] 还有人说
[01:04:46 -> 01:04:47] 我希望你能够保留
[01:04:47 -> 01:04:48] 我贴图的笔
[01:04:48 -> 01:04:49] 还有很多人说
[01:04:49 -> 01:04:51] 我想要去在这个UV
[01:04:51 -> 01:04:55] 做这个UV的完整性
[01:04:55 -> 01:04:56] 有一定的提升
[01:04:56 -> 01:04:57] 更好的去做烘焙
[01:04:57 -> 01:04:58] 还有人说
[01:04:58 -> 01:05:01] 我希望能够去做这个
[01:05:01 -> 01:05:02] 就很多
[01:05:02 -> 01:05:03] 就你会发现说
[01:05:03 -> 01:05:04] 有很多很多
[01:05:04 -> 01:05:05] 我们当然解决了大部分
[01:05:05 -> 01:05:06] 我们也不是大部分
[01:05:06 -> 01:05:08] 我们解决了很大一部分
[01:05:08 -> 01:05:09] 各种各样的一些需求
[01:05:09 -> 01:05:10] 我们已经在解决
[01:05:10 -> 01:05:11] 当然还有很多
[01:05:11 -> 01:05:13] 还没有解决的一些问题
[01:05:13 -> 01:05:15] 还非常细碎
[01:05:15 -> 01:05:16] 当然有很多是
[01:05:16 -> 01:05:18] 你迭代了一版大模型
[01:05:18 -> 01:05:19] 你自然都解决了
[01:05:19 -> 01:05:20] 比如说
[01:05:20 -> 01:05:21] 比如说
[01:05:21 -> 01:05:23] 这个人脸的精细度
[01:05:23 -> 01:05:25] 比如说这个硬表面
[01:05:25 -> 01:05:27] 比如说这个
[01:05:27 -> 01:05:28] 一些这个
[01:05:28 -> 01:05:30] 之前还说要PPR
[01:05:30 -> 01:05:31] 现在也有了对吧
[01:05:31 -> 01:05:33] 各种各样的一些问题
[01:05:33 -> 01:05:34] 包括比如说
[01:05:34 -> 01:05:35] 原来这个贴图不够好
[01:05:35 -> 01:05:36] 等等这些问题
[01:05:36 -> 01:05:38] 迭代了一个大模型版本
[01:05:38 -> 01:05:39] 很多问题都解决了
[01:05:39 -> 01:05:40] 但有些你可能得
[01:05:40 -> 01:05:42] 专门有一些针对性的
[01:05:42 -> 01:05:43] 一些AI算法去解决
[01:05:43 -> 01:05:45] 这种我们也在做
[01:05:45 -> 01:05:47] 所以说
[01:05:47 -> 01:05:48] 还是那句话吧
[01:05:48 -> 01:05:49] 就是
[01:05:49 -> 01:05:51] 最终还是服务于用户的
[01:05:51 -> 01:05:52] 还是服务于创作者
[01:05:52 -> 01:05:53] 不是服务于我们自己
[01:05:53 -> 01:05:54] 就是这个世界
[01:05:54 -> 01:05:56] 是在压缩的过程中
[01:05:56 -> 01:05:57] 然后你们在做的是
[01:05:57 -> 01:05:59] 在给它升维的一个过程
[01:05:59 -> 01:06:01] 那就是感觉这是两个
[01:06:01 -> 01:06:03] 我觉得也不能说是相反
[01:06:03 -> 01:06:04] 但我觉得就是听起来
[01:06:04 -> 01:06:05] 是一个比较挑战的路
[01:06:05 -> 01:06:07] 那你是比较相信
[01:06:07 -> 01:06:09] 当工具可以做得越来越简单
[01:06:09 -> 01:06:10] 人是会选择
[01:06:10 -> 01:06:13] 去做升维的创作的吗
[01:06:13 -> 01:06:15] 它其实是一个解压缩的过程
[01:06:15 -> 01:06:16] 就你会发现说
[01:06:16 -> 01:06:17] 人类之所以压缩
[01:06:17 -> 01:06:18] 是因为比如说
[01:06:18 -> 01:06:19] 带宽太小
[01:06:19 -> 01:06:21] 比如说跑不动
[01:06:21 -> 01:06:22] 各种各样的问题
[01:06:22 -> 01:06:23] 我举个例子
[01:06:23 -> 01:06:24] 我就非常简单
[01:06:24 -> 01:06:25] 我们说游戏吧
[01:06:25 -> 01:06:26] 你刚刚说的低模和高模
[01:06:26 -> 01:06:27] 人类不是天生喜欢低模
[01:06:27 -> 01:06:29] 因为低模本身精度就很差
[01:06:29 -> 01:06:31] 看起来互不拉致
[01:06:31 -> 01:06:34] 人不是天生就喜欢玩传奇
[01:06:34 -> 01:06:36] 它的画面就是不好
[01:06:36 -> 01:06:38] 为什么人玩传奇呢
[01:06:38 -> 01:06:39] 是因为那个时候
[01:06:39 -> 01:06:41] 咱们的互联网只能支持这玩意
[01:06:41 -> 01:06:43] 你要支持高一点就挂了
[01:06:43 -> 01:06:45] 但是为什么现在大家喜欢玩
[01:06:45 -> 01:06:46] 黑神话悟空
[01:06:46 -> 01:06:47] 它的面受就比传奇
[01:06:47 -> 01:06:48] 肯定是要高一点
[01:06:48 -> 01:06:50] 不然就高太多太多太多倍了
[01:06:50 -> 01:06:51] 对吧
[01:06:51 -> 01:06:53] 就是因为解压缩了嘛
[01:06:53 -> 01:06:55] 就是人终于能够环普归真了嘛
[01:06:55 -> 01:06:56] 对吧
[01:06:56 -> 01:06:57] 那一样的道理啊
[01:06:57 -> 01:06:58] 对吧
[01:06:58 -> 01:06:59] 就是你会发现说
[01:06:59 -> 01:07:00] 为什么大家从推特微博
[01:07:00 -> 01:07:01] 对吧
[01:07:01 -> 01:07:02] 然后再到小红书
[01:07:02 -> 01:07:03] 再到抖音快乐tiktok
[01:07:03 -> 01:07:04] 其实它其实
[01:07:04 -> 01:07:06] 它是一个逐渐解压缩的过程
[01:07:06 -> 01:07:07] 就是人最早的时候
[01:07:07 -> 01:07:08] 对吧
[01:07:08 -> 01:07:11] 它是就是这么说
[01:07:11 -> 01:07:14] 其实3D本来是最贴近大家的
[01:07:14 -> 01:07:15] 就你会发现说
[01:07:15 -> 01:07:17] 我们就看看文物对吧
[01:07:17 -> 01:07:18] 最早出现的
[01:07:18 -> 01:07:20] 就是一些雕像
[01:07:20 -> 01:07:22] 比如说我们看这个两组的
[01:07:22 -> 01:07:23] 对吧
[01:07:23 -> 01:07:24] 还是说一些
[01:07:24 -> 01:07:25] 就是最早在在这个
[01:07:25 -> 01:07:26] 我们大家知道史前文明
[01:07:26 -> 01:07:28] 史前文明就是在文字出现之前
[01:07:28 -> 01:07:30] 就是有已经快有很多这种雕像
[01:07:30 -> 01:07:31] 对吧
[01:07:31 -> 01:07:32] 就是那种
[01:07:32 -> 01:07:33] 雕成一个什么小龙啊
[01:07:33 -> 01:07:34] 小的那种什么吉祥
[01:07:34 -> 01:07:35] 不知道吉祥物
[01:07:35 -> 01:07:36] 那个叫什么东西
[01:07:36 -> 01:07:37] 就崇拜对象
[01:07:37 -> 01:07:38] 对吧
[01:07:38 -> 01:07:39] 已经有很多这种东西
[01:07:39 -> 01:07:40] 图腾
[01:07:40 -> 01:07:41] 图腾对exactly
[01:07:41 -> 01:07:42] 对吧
[01:07:42 -> 01:07:43] 然后再是画画
[01:07:43 -> 01:07:44] 就大家会在那种洞穴里面
[01:07:44 -> 01:07:45] 会发现就是什么捕猎的动画
[01:07:45 -> 01:07:46] 不是动画
[01:07:46 -> 01:07:47] 就是画画
[01:07:47 -> 01:07:48] 对吧
[01:07:48 -> 01:07:50] 就是它已经开始有图片了
[01:07:50 -> 01:07:51] 对吧
[01:07:51 -> 01:07:52] 然后再往下才是文字
[01:07:52 -> 01:07:53] 就出现的文字已经是很后面
[01:07:53 -> 01:07:54] 在规格上面刻字
[01:07:54 -> 01:07:55] 已经是很后面的事情了
[01:07:55 -> 01:07:56] 对吧
[01:07:56 -> 01:07:59] 就是原来人就是天然的3D的一种动物
[01:07:59 -> 01:08:01] 它就是通过信息密度
[01:08:01 -> 01:08:04] 这种最高的方式去表达自己
[01:08:04 -> 01:08:08] 但是逐渐它发明了信息密度更低的东西
[01:08:08 -> 01:08:10] 但是因为信息密度低
[01:08:10 -> 01:08:12] 所以它可以更好的传递
[01:08:12 -> 01:08:13] 因为科技差嘛
[01:08:13 -> 01:08:14] 对吧
[01:08:14 -> 01:08:16] 就是你不能老是带一坨雕塑
[01:08:16 -> 01:08:17] 对吧
[01:08:17 -> 01:08:18] 你这个东西没法告
[01:08:18 -> 01:08:19] 你可以带一堆龟甲
[01:08:19 -> 01:08:20] 对吧
[01:08:20 -> 01:08:21] 这个东西给你一篇篇
[01:08:21 -> 01:08:22] 你就大概了解什么情况
[01:08:22 -> 01:08:23] 是一样的道理
[01:08:23 -> 01:08:26] 那互联网肯定比那个时代要更牛逼一点
[01:08:26 -> 01:08:28] 但它同时还是遇到相同的问题
[01:08:28 -> 01:08:30] 就是几个B的东西好搞嘛
[01:08:30 -> 01:08:31] 对吧
[01:08:31 -> 01:08:32] 几个G的东西就不好搞了
[01:08:32 -> 01:08:33] 对吧
[01:08:33 -> 01:08:34] 那3D可能是几个T的东西
[01:08:34 -> 01:08:35] 那更不好搞了
[01:08:35 -> 01:08:37] 那这无非就是有这个问题
[01:08:37 -> 01:08:40] 所以我觉得它不是一个压缩的过程
[01:08:40 -> 01:08:41] 其实科技越来越发达
[01:08:41 -> 01:08:44] 它其实是允许它越来越解压缩了
[01:08:44 -> 01:08:46] 那么当它解压缩到极致的时候
[01:08:46 -> 01:08:47] 能原文件的时候
[01:08:47 -> 01:08:48] 那原文件是什么嘛
[01:08:48 -> 01:08:49] 那就是3D嘛
[01:08:49 -> 01:08:52] 因为你3D的时空的原文件不就是3D嘛
[01:08:52 -> 01:08:53] 对不对
[01:08:53 -> 01:08:54] 你仔细思考一下视频是什么
[01:08:54 -> 01:08:56] 视频就是在3D的世界里面
[01:08:56 -> 01:08:58] 找个位置 角度 拍摄一段时间
[01:08:58 -> 01:08:59] 这样视频
[01:08:59 -> 01:09:00] 对吧
[01:09:00 -> 01:09:01] 那其实什么是3D嘛
[01:09:01 -> 01:09:03] 3D就是你不要搞什么位置 角度
[01:09:03 -> 01:09:04] 什么时间
[01:09:04 -> 01:09:05] 你就在这个里面
[01:09:05 -> 01:09:06] 你就待着
[01:09:06 -> 01:09:07] 对吧
[01:09:07 -> 01:09:08] 这是最本质的嘛
[01:09:08 -> 01:09:09] 这是回归本源嘛
[01:09:09 -> 01:09:10] 所以你可以理解为
[01:09:10 -> 01:09:13] 我相信互联网逐渐走向最终的成熟
[01:09:13 -> 01:09:15] 它就是一个解压缩到极致
[01:09:15 -> 01:09:16] 就是最终环保位置
[01:09:16 -> 01:09:17] 你能够解压到极致
[01:09:17 -> 01:09:19] 每个人都能享受原文件的时代
[01:09:19 -> 01:09:23] 那就是现在做3D大模型的人也越来越多了
[01:09:23 -> 01:09:25] 你能不能跟我们讲一讲
[01:09:25 -> 01:09:28] 就是在你看来比较有实力的几个竞争对手
[01:09:28 -> 01:09:30] 和他们分别都选的是什么路线
[01:09:30 -> 01:09:32] 跟你们有什么样的差异
[01:09:35 -> 01:09:37] 这个东西就非常难回答
[01:09:37 -> 01:09:38] 实话实说呢
[01:09:38 -> 01:09:39] 又觉得在黑它
[01:09:39 -> 01:09:40] 不实话实说呢
[01:09:40 -> 01:09:41] 又现在我比较虚伪
[01:09:41 -> 01:09:43] 这事情怎么办
[01:09:43 -> 01:09:45] 那就回答一些简单的问题吧
[01:09:45 -> 01:09:47] 比如说所有的这些对手里面
[01:09:47 -> 01:09:48] 你日常看谁
[01:09:48 -> 01:09:51] 谁的新闻看的最多
[01:09:51 -> 01:09:52] 最近
[01:09:52 -> 01:09:53] 这谁的新闻一出来
[01:09:53 -> 01:09:54] 你还是比较关注
[01:09:54 -> 01:09:56] 最近那个
[01:09:56 -> 01:09:58] 最近混元3D做得挺好的
[01:09:58 -> 01:10:00] 我们也在看他们
[01:10:00 -> 01:10:01] 对对对
[01:10:01 -> 01:10:02] 有没有哪个竞争对手
[01:10:02 -> 01:10:07] 是你觉得就是稍微有点尊敬佩服
[01:10:07 -> 01:10:09] 而不是完全觉得他们真的
[01:10:09 -> 01:10:10] 我们都很尊敬的
[01:10:10 -> 01:10:13] 我们这些竞争对手怎么能不尊敬呢
[01:10:13 -> 01:10:14] 都很尊敬
[01:10:14 -> 01:10:15] 但长期可能大家不是竞争对手
[01:10:15 -> 01:10:18] 大家可能长期是一个竞合的关系
[01:10:18 -> 01:10:19] 对吧
[01:10:19 -> 01:10:20] 还是那句话
[01:10:20 -> 01:10:21] 大家初心不一样
[01:10:21 -> 01:10:23] 有些人是想要做最牛逼的技术
[01:10:23 -> 01:10:24] 对吧
[01:10:24 -> 01:10:25] 有些人想做技术影响力
[01:10:25 -> 01:10:26] 比如说混元
[01:10:26 -> 01:10:27] 对吧
[01:10:27 -> 01:10:28] 也有些人想好好做工具
[01:10:28 -> 01:10:29] 对吧
[01:10:29 -> 01:10:31] 比如说有些你们可能了解的竞争对手
[01:10:31 -> 01:10:34] 但是我们最终可能想要做的是那个东西
[01:10:34 -> 01:10:35] 以我所知
[01:10:35 -> 01:10:37] 我们现在的所有竞争对手里面
[01:10:37 -> 01:10:39] 没有人想要做我们想做的事情
[01:10:39 -> 01:10:42] 所以终究大家还是会走到不同的道路
[01:10:42 -> 01:10:45] 你想做的就是UGC的一个3D的一个社区
[01:10:45 -> 01:10:48] 我们就是服务于创作者的
[01:10:48 -> 01:10:49] 这些创作者需要社区
[01:10:49 -> 01:10:51] 我们就通过社区来服务他们
[01:10:51 -> 01:10:52] 他们需要平台
[01:10:52 -> 01:10:53] 我们就通过平台来服务他们
[01:10:53 -> 01:10:56] 就是我们希望说能够给大家去把
[01:10:56 -> 01:10:58] 你刚刚说的那个我觉得太牛逼了
[01:10:58 -> 01:11:00] 就是解压缩解到底
[01:11:00 -> 01:11:01] 我们在做这件事情
[01:11:01 -> 01:11:05] 但是难道别的有商们不是想服务创作者吗
[01:11:05 -> 01:11:06] 不是
[01:11:06 -> 01:11:07] 还是那句话
[01:11:07 -> 01:11:09] 比如说有些人他是服务游戏公司的
[01:11:09 -> 01:11:10] 对吧
[01:11:10 -> 01:11:11] 游戏公司他需要什么
[01:11:11 -> 01:11:12] 他就给他什么东西
[01:11:12 -> 01:11:13] 对吧
[01:11:13 -> 01:11:16] 然后有些人他可能是希望做工具的
[01:11:16 -> 01:11:17] 对吧
[01:11:17 -> 01:11:18] 但是我们
[01:11:18 -> 01:11:20] 我们希望的提供的是一个网络
[01:11:20 -> 01:11:21] 是一个社区
[01:11:21 -> 01:11:22] 一个平台
[01:11:22 -> 01:11:23] 对吧
[01:11:23 -> 01:11:25] 这个事情狼狈图共
[01:11:25 -> 01:11:27] 非常狼狈图共
[01:11:27 -> 01:11:29] 而不是一个短期能搞完的事
[01:11:29 -> 01:11:31] 那你对商业化这个怎么看呢
[01:11:31 -> 01:11:34] 因为比如说听起来服务游戏公司
[01:11:34 -> 01:11:38] 这是一个听起来比较明显离收入比较近的一个方式
[01:11:38 -> 01:11:42] 我没有觉得服务游戏公司是一个离商业化比较近的
[01:11:42 -> 01:11:47] 比如说我们看这个世界上服务于游戏公司的公司
[01:11:47 -> 01:11:49] 好像日子都没有过得特别好
[01:11:49 -> 01:11:50] 你可以举反例
[01:11:50 -> 01:11:51] 就是你可以举一个人说
[01:11:51 -> 01:11:52] 不行
[01:11:52 -> 01:11:53] 我就觉得这个他们服务游戏公司
[01:11:53 -> 01:11:54] 他们日子过得特别好
[01:11:54 -> 01:11:55] 对吧
[01:11:55 -> 01:11:57] 就是好像很难举一个反例
[01:11:57 -> 01:11:58] 所以听上去
[01:11:58 -> 01:11:59] 对吧
[01:11:59 -> 01:12:02] 2B服务游戏公司的公司
[01:12:02 -> 01:12:05] 好像你很难找到一个反例
[01:12:05 -> 01:12:07] 那你对你们商业化这个怎么看呢
[01:12:07 -> 01:12:10] 就是你对他的这个规划是什么样子的
[01:12:10 -> 01:12:12] 然后过去两年
[01:12:12 -> 01:12:14] 他在你规划的这个路线上吗
[01:12:14 -> 01:12:16] 或者是有什么意外给你们吗
[01:12:16 -> 01:12:20] 我觉得还是那句话
[01:12:20 -> 01:12:23] 就在早期产品的本质不是产品
[01:12:23 -> 01:12:24] 是技术一样
[01:12:24 -> 01:12:27] 就是商业化的本质真的是商业化吗
[01:12:27 -> 01:12:29] 就这个也是一个问题
[01:12:29 -> 01:12:30] 就是我们刚讨论了
[01:12:30 -> 01:12:31] 你会发现说
[01:12:31 -> 01:12:35] 增长和BD它的作用存在于说
[01:12:35 -> 01:12:37] 当你的产品同质化严重
[01:12:37 -> 01:12:38] 这是第一种
[01:12:38 -> 01:12:39] 第二种就是
[01:12:39 -> 01:12:42] 当你的用户存在非常大的信息差
[01:12:42 -> 01:12:45] 当如果这两件事情形成了一个的时候
[01:12:45 -> 01:12:46] BD和BD之间
[01:12:46 -> 01:12:48] 这个增长就会有非常大的意义
[01:12:48 -> 01:12:51] 但是当这两件事情都没有出现的时候
[01:12:51 -> 01:12:54] 那核心的事情是不是进一步的把产品做好
[01:12:54 -> 01:12:56] 就是商业化的本质
[01:12:56 -> 01:12:59] 在这个阶段我觉得是产品
[01:12:59 -> 01:13:00] 但下个阶段是什么
[01:13:00 -> 01:13:02] 我们可能可以再看
[01:13:02 -> 01:13:04] 就是我觉得很多东西的本质
[01:13:04 -> 01:13:06] 不是这个东西本身在现在这个阶段
[01:13:06 -> 01:13:07] 所以你听起来就是
[01:13:07 -> 01:13:08] 你简单说
[01:13:08 -> 01:13:10] 就是我感觉我可能一个比较糙的话
[01:13:10 -> 01:13:11] 就是觉得产品还不够好
[01:13:11 -> 01:13:13] 还不值得拿去推广
[01:13:13 -> 01:13:15] 这是两件事情
[01:13:15 -> 01:13:17] 就像你说技术还不够好
[01:13:17 -> 01:13:18] 所以说产品不能做
[01:13:18 -> 01:13:20] 我觉得不是这个意思
[01:13:20 -> 01:13:21] 就是说
[01:13:21 -> 01:13:23] 就是产品更好
[01:13:23 -> 01:13:24] 把产品做得更好
[01:13:24 -> 01:13:27] 比陪别人吃饭更关键
[01:13:27 -> 01:13:28] 你也不能说
[01:13:28 -> 01:13:30] 因为大家产品做得不够好
[01:13:30 -> 01:13:32] 所以你还不能办法去做商业化
[01:13:32 -> 01:13:33] 不是这个意思
[01:13:33 -> 01:13:34] 但人家就是不做商业化
[01:13:34 -> 01:13:35] 人家没有销售吧
[01:13:35 -> 01:13:37] 人家天天往字节百度卖
[01:13:37 -> 01:13:38] 没有吧
[01:13:38 -> 01:13:40] 因为产品足够好
[01:13:40 -> 01:13:41] 对于他来说
[01:13:41 -> 01:13:44] 产品做得更好
[01:13:44 -> 01:13:45] 比陪别人吃饭
[01:13:45 -> 01:13:46] 更合理
[01:13:46 -> 01:13:47] 所以一样的道理
[01:13:47 -> 01:13:48] 对吧
[01:13:48 -> 01:13:49] 对我们来说也是
[01:13:49 -> 01:13:50] 第一
[01:13:50 -> 01:13:51] 如果你的客户没有那么大的信息差
[01:13:51 -> 01:13:52] 第二
[01:13:52 -> 01:13:53] 你的产品有足够多的差异化
[01:13:53 -> 01:13:56] 你就应该把产品做得更好
[01:13:56 -> 01:13:58] 而不是去招更多的BD
[01:13:58 -> 01:13:59] 请别人吃饭
[01:13:59 -> 01:14:01] 或者说去买更多的广告
[01:14:01 -> 01:14:02] 去做增长
[01:14:02 -> 01:14:04] 所以我觉得是这么个逻辑
[01:14:04 -> 01:14:06] 我看你在好几个采访里面
[01:14:06 -> 01:14:08] 其实都讲了同一句话
[01:14:08 -> 01:14:10] 是说你在每年年底的时候
[01:14:10 -> 01:14:11] 会跟公司分享一下
[01:14:11 -> 01:14:14] 这个应该是愿景吧
[01:14:14 -> 01:14:15] 之类的
[01:14:15 -> 01:14:18] 然后说去年应该是第三年奖
[01:14:18 -> 01:14:21] 然后说每年奖的都是类似的
[01:14:21 -> 01:14:23] 你可以说一说
[01:14:23 -> 01:14:26] 你在创业这两年多来
[01:14:26 -> 01:14:28] 有哪些是没有变的
[01:14:28 -> 01:14:30] 有哪些是变了的
[01:14:30 -> 01:14:31] 对啊
[01:14:31 -> 01:14:32] 就像你说的
[01:14:32 -> 01:14:33] 每年
[01:14:33 -> 01:14:34] 这年初的时候
[01:14:34 -> 01:14:36] 大概3月十几号的时候
[01:14:36 -> 01:14:38] 然后每年的3月十几号
[01:14:38 -> 01:14:40] 都会有一个全员的分享会
[01:14:40 -> 01:14:43] 然后我基本上非常简单
[01:14:43 -> 01:14:45] 就是把之前的PPT截个图
[01:14:45 -> 01:14:47] 然后放到现在来就可以讲
[01:14:47 -> 01:14:49] 然后稍微调整一下
[01:14:49 -> 01:14:51] 因为又往前多做了一年
[01:14:51 -> 01:14:53] 然后Milestone又完成了一些
[01:14:53 -> 01:14:55] 但你会发现说
[01:14:55 -> 01:14:57] 最终的愿景
[01:14:57 -> 01:14:59] 中间的路径
[01:14:59 -> 01:15:01] 其实是没有怎么变化的
[01:15:01 -> 01:15:02] 所以你的天使轮BP
[01:15:02 -> 01:15:03] 和现在的BP变化不大
[01:15:03 -> 01:15:04] 天使轮没有BP
[01:15:04 -> 01:15:06] 但是确实在内部讲的时候
[01:15:06 -> 01:15:08] PPT和现在PPT没有变化
[01:15:08 -> 01:15:09] 有趣有趣
[01:15:09 -> 01:15:10] 因为我最近听到一个小故事
[01:15:10 -> 01:15:12] 就是王汇文最近去见一个创业者
[01:15:12 -> 01:15:14] 他请他把他的天使轮BP拿出来
[01:15:14 -> 01:15:17] 天使轮BP是大概4年前5年前的
[01:15:17 -> 01:15:19] 他们做过一些转型
[01:15:19 -> 01:15:21] 请他再讲一讲天使轮的BP
[01:15:21 -> 01:15:24] 和现在的一些什么变了什么没变
[01:15:24 -> 01:15:26] 对我们其实很好讲
[01:15:26 -> 01:15:28] 因为我们真的是没有什么变化
[01:15:28 -> 01:15:30] 每次我想有一些变化的时候
[01:15:30 -> 01:15:31] 团队都很反对
[01:15:31 -> 01:15:33] 所以也很难变化
[01:15:33 -> 01:15:35] 大家对于愿景和路径
[01:15:35 -> 01:15:38] 已经有非常强的认知和认同感
[01:15:38 -> 01:15:40] 这我觉得也是我们团队
[01:15:40 -> 01:15:41] 非常强的地方
[01:15:41 -> 01:15:43] 我们团队几乎没有
[01:15:43 -> 01:15:45] 这个人才流失
[01:15:45 -> 01:15:47] 很大的原因就是因为
[01:15:47 -> 01:15:48] 我觉得我们团队是一个
[01:15:48 -> 01:15:50] 长期主义且有信仰的一个团队
[01:15:50 -> 01:15:52] 大家真的对自己的
[01:15:52 -> 01:15:54] 对我们的这个愿景和路径
[01:15:54 -> 01:15:57] 是保持着强烈的热爱和认同的
[01:15:57 -> 01:16:01] 所以说再过小半年
[01:16:01 -> 01:16:02] 再过半年
[01:16:02 -> 01:16:04] 我可能又要分享了
[01:16:04 -> 01:16:06] 我希望分享的时候
[01:16:06 -> 01:16:09] 第4次分享还是讲一样的事情
[01:16:09 -> 01:16:11] 大家对这个愿景的
[01:16:11 -> 01:16:13] 强烈的认同和持续
[01:16:13 -> 01:16:14] 已久的这样的
[01:16:14 -> 01:16:16] 就持续不变的认同
[01:16:16 -> 01:16:18] 是因为大家本身也是用户吗
[01:16:18 -> 01:16:20] 就自己期待用上那样的产品吗
[01:16:20 -> 01:16:22] 还是因为别的什么原因
[01:16:22 -> 01:16:24] 我觉得一部分同学是用户
[01:16:24 -> 01:16:26] 然后另外一部分同学是
[01:16:26 -> 01:16:27] 真的看到了这件事情
[01:16:27 -> 01:16:29] 确实在向我们想
[01:16:29 -> 01:16:31] 当时说的那样子发展
[01:16:31 -> 01:16:32] 就是它一步一步发展
[01:16:32 -> 01:16:34] 甚至比我们想象中的要快一点
[01:16:34 -> 01:16:36] 所以我觉得这件事情是
[01:16:36 -> 01:16:38] 非常打动人的
[01:16:38 -> 01:16:41] 比如说你在5年前讲了一个故事
[01:16:41 -> 01:16:43] 然后这5年前它是一个故事
[01:16:43 -> 01:16:45] 但你现在看到的这5年
[01:16:45 -> 01:16:46] 每一年发生的事情
[01:16:46 -> 01:16:48] 就像你说的那样子发生了
[01:16:48 -> 01:16:51] 这件事情它是非常的有力量的
[01:16:51 -> 01:16:53] 可不可以最后描述一下
[01:16:53 -> 01:16:55] 这个愿景如果真的有一天发生了
[01:16:55 -> 01:16:57] 它是一个怎样的一个画面感
[01:16:57 -> 01:16:58] 画面感
[01:16:58 -> 01:16:59] 我们说一件事情
[01:16:59 -> 01:17:03] 其实在农业时代到工业时代
[01:17:03 -> 01:17:05] 然后再到服务业
[01:17:05 -> 01:17:07] 现在我们就三大产业了
[01:17:07 -> 01:17:09] 其实我们认为说
[01:17:09 -> 01:17:11] 其实有第四大产业就是内容行业
[01:17:11 -> 01:17:12] 对吧
[01:17:12 -> 01:17:14] 其实就是做内容和体验
[01:17:14 -> 01:17:15] 那么我们认为说
[01:17:15 -> 01:17:20] 可能未来人是不产生物理的价值的
[01:17:20 -> 01:17:22] 因为所有的physical value
[01:17:22 -> 01:17:24] 它都是被机器人给做成的
[01:17:24 -> 01:17:25] 你在物理世界
[01:17:25 -> 01:17:28] 你能产生的价值是极其极其有限的
[01:17:28 -> 01:17:29] 你们很难想象说
[01:17:29 -> 01:17:31] 机器人能做什么事情
[01:17:31 -> 01:17:32] 就是人能做什么事情
[01:17:32 -> 01:17:33] 机器人不能做
[01:17:33 -> 01:17:34] 在物理世界
[01:17:34 -> 01:17:36] 我觉得非常有限
[01:17:36 -> 01:17:37] 对吧
[01:17:37 -> 01:17:39] 但是人总算有价值
[01:17:39 -> 01:17:40] 对吧
[01:17:40 -> 01:17:41] 或者我比你牛逼
[01:17:41 -> 01:17:42] 你比我牛逼
[01:17:42 -> 01:17:43] 我是农民
[01:17:43 -> 01:17:44] 那肯定是有点小原因的
[01:17:44 -> 01:17:45] 对吧
[01:17:45 -> 01:17:46] 这个事情
[01:17:46 -> 01:17:48] 我觉得就是一个点
[01:17:48 -> 01:17:52] 就是我的内容和创意
[01:17:52 -> 01:17:55] 我的创意是本质
[01:17:55 -> 01:17:56] 谁的创意牛逼
[01:17:56 -> 01:17:57] 就是怎么去判断
[01:17:57 -> 01:18:03] 就是我制作的内容和体验
[01:18:03 -> 01:18:04] 或者说
[01:18:04 -> 01:18:08] some of所有的人
